0	51103	15689
10	51190	15657
20	51200	15675
30	50807	15700
40	50799	15700
50	50736	15700
60	50600	15700
70	50596	15700
80	50600	15700
90	50599	15700
100	50598	15700
110	50590	15700
120	50560	15700
130	50514	15700
140	50600	15700
150	50597	15700
160	50696	15700
170	50766	15700
180	50562	15700
190	50581	15700
200	50400	15700
210	50400	15700
220	50399	15700
230	50404	15700
240	50498	15700
250	50503	15700
260	50508	15700
270	50599	15700
280	50599	15700
290	50692	15700
300	50698	15700
310	50595	15700
320	50683	15700
330	50752	15700
340	50702	15700
350	50797	15700
360	50700	15700
370	50700	15700
380	50700	15700
390	50783	15700
400	50767	15700
410	50800	15700
420	50800	15700
430	50437	15700
440	50500	15700
450	50600	15700
460	50500	15700
470	50504	15700
480	50597	15700
490	50600	15700
500	50600	15700
510	50600	15700
520	50500	15700
530	50500	15700
540	50547	15700
550	50600	15700
560	50501	15700
570	50498	15700
580	50500	15700
590	50498	15701
600	50404	15700
610	50400	15700
620	50400	15700
630	50399	15700
640	50390	15700
650	50392	15700
660	50400	15700
670	50394	15700
680	50400	15701
690	50400	15700
700	50400	15700
710	50397	15700
720	50399	15700
730	50401	15700
740	50300	15700
750	50299	15700
760	50274	15700
770	50364	15700
780	50379	15701
790	50400	15700
800	50408	15700
810	50400	15700
820	50486	15700
830	50483	15708
840	50426	15700
850	50431	15700
860	50500	15701
870	50500	15700
880	50574	15700
890	50599	15700
900	50666	15700
910	50598	15700
920	50699	15700
930	50699	15700
940	50688	15700
950	50709	15700
960	50699	15700
970	50500	15700
980	50410	15702
990	50499	15701
1000	50503	15700
1010	50504	15700
1020	50300	15703
1030	50300	15714
1040	50300	15708
1050	50400	15701
1060	50443	15707
1070	50500	15702
1080	50500	15704
1090	50500	15708
1100	50501	15702
1110	50537	15705
1120	50600	15700
1130	50600	15700
1140	50600	15700
1150	50606	15710
1160	50602	15709
1170	50685	15700
1180	50698	15700
1190	50683	15700
1200	50607	15701
1210	50607	15700
1220	50625	15700
1230	50600	15702
1240	50600	15701
1250	50600	15700
1260	50599	15702
1270	50531	15703
1280	49947	15747
1290	50459	15714
1300	50398	15706
1310	50392	15713
1320	50400	15714
1330	50402	15712
1340	50478	15724
1350	50479	15706
1360	50440	15713
1370	50200	15748
1380	50306	15726
1390	50310	15724
1400	50400	15764
1410	50400	15724
1420	50411	15726
1430	50435	15729
1440	50400	15723
1450	50491	15721
1460	50495	15715
1470	50503	15705
1480	50549	15704
1490	50566	15702
1500	50571	15700
1510	50600	15701
1520	50700	15700
1530	50800	15700
1540	50598	15700
1550	50596	15701
1560	50600	15700
1570	50600	15701
1580	50700	15702
1590	50700	15702
1600	50709	15705
1610	50706	15707
1620	50700	15710
1630	50690	15715
1640	50700	15737
1650	50707	15771
1660	50762	15737
1670	50787	15728
1680	50800	15713
1690	50700	15721
1700	50693	15718
1710	50711	15705
1720	50771	15713
1730	50797	15710
1740	50799	15710
1750	50799	15717
1760	50850	15711
1770	50798	15714
1780	50818	15705
1790	50807	15701
1800	50822	15761
1810	50800	15705
1820	50800	15716
1830	50799	15708
1840	50695	15725
1850	50766	15723
1860	50700	15779
1870	50700	15727
1880	50702	15734
1890	50667	15730
1900	50699	15717
1910	50695	15718
1920	50690	15710
1930	50697	15707
1940	50699	15717
1950	50697	15704
1960	50700	15701
1970	50700	15719
1980	50699	15709
1990	50600	15715
2000	50500	15714
2010	50600	15713
2020	50615	15705
2030	50694	15705
2040	50700	15706
2050	50573	15701
2060	50593	15713
2070	50324	15763
2080	50400	15768
2090	50400	15736
2100	50700	15709
2110	50720	15710
2120	50638	15718
2130	50599	15736
2140	50632	15723
2150	50699	15723
2160	50713	15714
2170	50700	15739
2180	50786	15705
2190	50726	15712
2200	50704	15706
2210	50702	15706
2220	50700	15704
2230	50704	15703
2240	50796	15711
2250	50798	15701
2260	50749	15703
2270	50800	15702
2280	50799	15701
2290	50747	15706
2300	50804	15704
2310	50801	15702
2320	50775	15708
2330	50767	15723
2340	50800	15714
2350	50886	15707
2360	50839	15706
2370	50852	15709
2380	50800	15709
2390	50800	15713
2400	50743	15725
2410	50792	15722
2420	50795	15735
2430	50800	15789
2440	50800	15748
2450	50708	15761
2460	50709	15733
2470	50800	15720
2480	50800	15716
2490	50800	15724
2500	50800	15718
2510	50800	15716
2520	50800	15711
2530	50797	15715
2540	50800	15716
2550	50799	15739
2560	50800	15728
2570	50800	15717
2580	50700	15737
2590	50797	15713
2600	50799	15713
2610	50703	15717
2620	50722	15709
2630	50800	15711
2640	50800	15707
2650	50800	15708
2660	50800	15705
2670	50800	15707
2680	50801	15703
2690	50784	15705
2700	50746	15706
2710	50600	15714
2720	50623	15705
2730	50690	15713
2740	50729	15705
2750	50800	15701
2760	50800	15704
2770	50800	15703
2780	50781	15701

