,Date,Time ,Humidity,Voltage,Temperature,Pot,Experiment
0,16/02,Morning,WET,2.22,19,0,0
1,16/02,Morning,WET,2.39,19,0,0
2,16/02,Morning,WET,2.55,19,0,0
3,16/02,Morning,WET,2.76,19,0,0
4,16/02,Morning,WET,3.13,19,0,0
5,16/02,Night,DRY,1.33,21,0,0
6,16/02,Night,DRY,1.53,21,0,0
7,16/02,Night,DRY,1.76,21,0,0
8,16/02,Night,DRY,1.56,21,0,0
9,16/02,Night,DRY,1.36,21,0,0
10,17/02,Morning,DRY +,0.12,20,0,0
11,17/02,Morning,DRY +,0.12,20,0,0
12,17/02,Morning,DRY +,0.12,20,0,0
13,17/02,Morning,DRY +,0.19,20,0,0
14,17/02,Morning,DRY +,0.24,20,0,0
15,17/02,Night,DRY +,0.05,22,0,0
16,17/02,Night,DRY +,0.04,22,0,0
17,17/02,Night,DRY +,0.01,22,0,0
18,17/02,Night,DRY +,0.04,22,0,0
19,17/02,Night,DRY +,0.03,22,0,0
20,18/02,Morning,DRY +,0.02,20,0,0
21,18/02,Morning,DRY +,0.03,20,0,0
22,18/02,Morning,DRY +,0.06,20,0,0
23,18/02,Morning,DRY +,0.01,20,0,0
24,18/02,Morning,DRY +,0.03,20,0,0
25,18/02,Night,DRY +,0.05,22,0,0
26,18/02,Night,DRY +,0.04,22,0,0
27,18/02,Night,DRY +,0.02,22,0,0
28,18/02,Night,DRY +,0.01,22,0,0
29,18/02,Night,DRY +,0.02,22,0,0
30,19/02,Morning,WET,1,20,0,0
31,19/02,Morning,WET,0.66,20,0,0
32,19/02,Morning,WET,0.67,20,0,0
33,19/02,Morning,WET,0.66,20,0,0
34,19/02,Morning,WET,0.93,20,0,0
35,19/02,Night,NOR,1.49,21,0,0
36,19/02,Night,NOR,1.44,21,0,0
37,19/02,Night,NOR,0.82,21,0,0
38,19/02,Night,NOR,0.68,21,0,0
39,19/02,Night,NOR,0.84,21,0,0
40,20/02,Morning,DRY,0.67,20,0,0
41,20/02,Morning,DRY,0.65,20,0,0
42,20/02,Morning,DRY,0.42,20,0,0
43,20/02,Morning,DRY,0.58,20,0,0
44,20/02,Morning,DRY,0.88,20,0,0
45,20/02,Night,DRY +,0.05,20,0,0
46,20/02,Night,DRY +,0.03,20,0,0
47,20/02,Night,DRY +,0.08,20,0,0
48,20/02,Night,DRY +,0.1,20,0,0
49,20/02,Night,DRY +,0.09,20,0,0
50,21/02,Morning,DRY +,0.03,20,0,0
51,21/02,Morning,DRY +,0.02,20,0,0
52,21/02,Morning,DRY +,0.02,20,0,0
53,21/02,Morning,DRY +,0.05,20,0,0
54,21/02,Morning,DRY +,0.03,20,0,0
55,21/02,Night,DRY +,0.02,22,0,0
56,21/02,Night,DRY +,0,22,0,0
57,21/02,Night,DRY +,0,22,0,0
58,21/02,Night,DRY +,0,22,0,0
59,21/02,Night,DRY +,0,22,0,0
60,22/02,Morning,WET +,0.26,19,0,0
61,22/02,Morning,WET +,0.35,19,0,0
62,22/02,Morning,WET +,0.44,19,0,0
63,22/02,Morning,WET +,0.46,19,0,0
64,22/02,Morning,WET +,0.47,19,0,0
65,22/02,Night,WET,0.12,20,0,0
66,22/02,Night,WET,0.21,20,0,0
67,22/02,Night,WET,0.17,20,0,0
68,22/02,Night,WET,0.15,20,0,0
69,22/02,Night,WET,0.1,20,0,0
70,23/02,Morning,NOR,0.17,20,0,0
71,23/02,Morning,NOR,0.12,20,0,0
72,23/02,Morning,NOR,0.12,20,0,0
73,23/02,Morning,NOR,0.15,20,0,0
74,23/02,Morning,NOR,0.14,20,0,0
75,23/02,Night,DRY +,0.01,22,0,0
76,23/02,Night,DRY +,0.04,22,0,0
77,23/02,Night,DRY +,0.04,22,0,0
78,23/02,Night,DRY +,0.04,22,0,0
79,23/02,Night,DRY +,0.03,22,0,0
80,24/02,Morning,DRY +,0.05,20,0,0
81,24/02,Morning,DRY +,0,20,0,0
82,24/02,Morning,DRY +,0.02,20,0,0
83,24/02,Morning,DRY +,0.01,20,0,0
84,24/02,Morning,DRY +,0.02,20,0,0
85,24/02,Night,DRY +,0.01,21,0,0
86,24/02,Night,DRY +,0.07,21,0,0
87,24/02,Night,DRY +,0.03,21,0,0
88,24/02,Night,DRY +,0.02,21,0,0
89,24/02,Night,DRY +,0.01,21,0,0
90,25/02,Morning,WET +,0.59,19,0,0
91,25/02,Morning,WET +,0.48,19,0,0
92,25/02,Morning,WET +,0.33,19,0,0
93,25/02,Morning,WET +,0.6,19,0,0
94,25/02,Morning,WET +,0.43,19,0,0
95,16/02,Morning,WET,0.75,19,1,0
96,16/02,Morning,WET,0.81,19,1,0
97,16/02,Morning,WET,0.84,19,1,0
98,16/02,Morning,WET,0.63,19,1,0
99,16/02,Morning,WET,1.13,19,1,0
100,16/02,Night,DRY,0.03,21,1,0
101,16/02,Night,DRY,0.02,21,1,0
102,16/02,Night,DRY,0.03,21,1,0
103,16/02,Night,DRY,0.01,21,1,0
104,16/02,Night,DRY,0.02,21,1,0
105,17/02,Morning,DRY +,0,20,1,0
106,17/02,Morning,DRY +,0.1,20,1,0
107,17/02,Morning,DRY +,0.01,20,1,0
108,17/02,Morning,DRY +,0.01,20,1,0
109,17/02,Morning,DRY +,0.01,20,1,0
110,17/02,Night,DRY +,0.01,22,1,0
111,17/02,Night,DRY +,0.01,22,1,0
112,17/02,Night,DRY +,0.01,22,1,0
113,17/02,Night,DRY +,0.01,22,1,0
114,17/02,Night,DRY +,0.01,22,1,0
115,18/02,Morning,DRY +,0.12,20,1,0
116,18/02,Morning,DRY +,0.12,20,1,0
117,18/02,Morning,DRY +,0.18,20,1,0
118,18/02,Morning,DRY +,0.01,20,1,0
119,18/02,Morning,DRY +,0.03,20,1,0
120,18/02,Night,DRY +,0.05,22,1,0
121,18/02,Night,DRY +,0.08,22,1,0
122,18/02,Night,DRY +,0.02,22,1,0
123,18/02,Night,DRY +,0.02,22,1,0
124,18/02,Night,DRY +,0.1,22,1,0
125,19/02,Morning,WET,0.69,20,1,0
126,19/02,Morning,WET,0.65,20,1,0
127,19/02,Morning,WET,0.83,20,1,0
128,19/02,Morning,WET,0.84,20,1,0
129,19/02,Morning,WET,1.13,20,1,0
130,19/02,Night,NOR,1.74,21,1,0
131,19/02,Night,NOR,0.85,21,1,0
132,19/02,Night,NOR,0.79,21,1,0
133,19/02,Night,NOR,0.85,21,1,0
134,19/02,Night,NOR,1.02,21,1,0
135,20/02,Morning,DRY,0.35,20,1,0
136,20/02,Morning,DRY,0.36,20,1,0
137,20/02,Morning,DRY,0.4,20,1,0
138,20/02,Morning,DRY,0.26,20,1,0
139,20/02,Morning,DRY,0.27,20,1,0
140,20/02,Night,DRY +,0.05,20,1,0
141,20/02,Night,DRY +,0.04,20,1,0
142,20/02,Night,DRY +,0.05,20,1,0
143,20/02,Night,DRY +,0.05,20,1,0
144,20/02,Night,DRY +,0.05,20,1,0
145,21/02,Morning,DRY +,0,20,1,0
146,21/02,Morning,DRY +,0,20,1,0
147,21/02,Morning,DRY +,0,20,1,0
148,21/02,Morning,DRY +,0,20,1,0
149,21/02,Morning,DRY +,0,20,1,0
150,21/02,Night,DRY +,0.01,22,1,0
151,21/02,Night,DRY +,0.01,22,1,0
152,21/02,Night,DRY +,0.01,22,1,0
153,21/02,Night,DRY +,0.01,22,1,0
154,21/02,Night,DRY +,0.01,22,1,0
155,22/02,Morning,WET +,0.49,19,1,0
156,22/02,Morning,WET +,1.16,19,1,0
157,22/02,Morning,WET +,1.07,19,1,0
158,22/02,Morning,WET +,1.04,19,1,0
159,22/02,Morning,WET +,0.97,19,1,0
160,22/02,Night,WET,0.61,20,1,0
161,22/02,Night,WET,0.72,20,1,0
162,22/02,Night,WET,0.7,20,1,0
163,22/02,Night,WET,0.71,20,1,0
164,22/02,Night,WET,0.75,20,1,0
165,23/02,Morning,NOR,0.35,20,1,0
166,23/02,Morning,NOR,0.38,20,1,0
167,23/02,Morning,NOR,0.41,20,1,0
168,23/02,Morning,NOR,0.44,20,1,0
169,23/02,Morning,NOR,0.43,20,1,0
170,23/02,Night,DRY +,0.06,22,1,0
171,23/02,Night,DRY +,0.05,22,1,0
172,23/02,Night,DRY +,0.04,22,1,0
173,23/02,Night,DRY +,0.04,22,1,0
174,23/02,Night,DRY +,0.03,22,1,0
175,24/02,Morning,DRY +,0.01,20,1,0
176,24/02,Morning,DRY +,0.02,20,1,0
177,24/02,Morning,DRY +,0.02,20,1,0
178,24/02,Morning,DRY +,0.01,20,1,0
179,24/02,Morning,DRY +,0.02,20,1,0
180,24/02,Night,DRY +,0.01,21,1,0
181,24/02,Night,DRY +,0,21,1,0
182,24/02,Night,DRY +,0.03,21,1,0
183,24/02,Night,DRY +,0.03,21,1,0
184,24/02,Night,DRY +,0.02,21,1,0
185,25/02,Morning,WET +,0.84,19,1,0
186,25/02,Morning,WET +,0.82,19,1,0
187,25/02,Morning,WET +,0.83,19,1,0
188,25/02,Morning,WET +,0.69,19,1,0
189,25/02,Morning,WET +,0.69,19,1,0
190,16/02,Morning,WET,0.69,19,2,0
191,16/02,Morning,WET,0.65,19,2,0
192,16/02,Morning,WET,0.83,19,2,0
193,16/02,Morning,WET,0.84,19,2,0
194,16/02,Morning,WET,1.13,19,2,0
195,16/02,Night,DRY,0.01,21,2,0
196,16/02,Night,DRY,0.85,21,2,0
197,16/02,Night,DRY,0.79,21,2,0
198,16/02,Night,DRY,0.85,21,2,0
199,16/02,Night,DRY,1.02,21,2,0
200,17/02,Morning,DRY +,0,20,2,0
201,17/02,Morning,DRY +,0,20,2,0
202,17/02,Morning,DRY +,0,20,2,0
203,17/02,Morning,DRY +,0,20,2,0
204,17/02,Morning,DRY +,0,20,2,0
205,17/02,Night,DRY +,0.01,22,2,0
206,17/02,Night,DRY +,0.01,22,2,0
207,17/02,Night,DRY +,0.01,22,2,0
208,17/02,Night,DRY +,0.01,22,2,0
209,17/02,Night,DRY +,0.01,22,2,0
210,18/02,Morning,DRY +,0.01,20,2,0
211,18/02,Morning,DRY +,0.01,20,2,0
212,18/02,Morning,DRY +,0.02,20,2,0
213,18/02,Morning,DRY +,0.02,20,2,0
214,18/02,Morning,DRY +,0.02,20,2,0
215,18/02,Night,DRY +,0.03,22,2,0
216,18/02,Night,DRY +,0.02,22,2,0
217,18/02,Night,DRY +,0.04,22,2,0
218,18/02,Night,DRY +,0.03,22,2,0
219,18/02,Night,DRY +,0.01,22,2,0
220,19/02,Morning,WET,0.67,20,2,0
221,19/02,Morning,WET,0.53,20,2,0
222,19/02,Morning,WET,0.43,20,2,0
223,19/02,Morning,WET,0.63,20,2,0
224,19/02,Morning,WET,0.86,20,2,0
225,19/02,Night,NOR,0.38,21,2,0
226,19/02,Night,NOR,0.22,21,2,0
227,19/02,Night,NOR,0.3,21,2,0
228,19/02,Night,NOR,0.31,21,2,0
229,19/02,Night,NOR,0.32,21,2,0
230,20/02,Morning,DRY,0.79,20,2,0
231,20/02,Morning,DRY,0.78,20,2,0
232,20/02,Morning,DRY,1.07,20,2,0
233,20/02,Morning,DRY,1.09,20,2,0
234,20/02,Morning,DRY,1.1,20,2,0
235,20/02,Night,DRY +,0.18,20,2,0
236,20/02,Night,DRY +,0.23,20,2,0
237,20/02,Night,DRY +,0.24,20,2,0
238,20/02,Night,DRY +,0.25,20,2,0
239,20/02,Night,DRY +,0.31,20,2,0
240,21/02,Morning,DRY +,0,20,2,0
241,21/02,Morning,DRY +,0.01,20,2,0
242,21/02,Morning,DRY +,0.01,20,2,0
243,21/02,Morning,DRY +,0.01,20,2,0
244,21/02,Morning,DRY +,0.01,20,2,0
245,21/02,Night,DRY +,0,22,2,0
246,21/02,Night,DRY +,0,22,2,0
247,21/02,Night,DRY +,0.01,22,2,0
248,21/02,Night,DRY +,0.01,22,2,0
249,21/02,Night,DRY +,0,22,2,0
250,22/02,Morning,WET +,1.63,19,2,0
251,22/02,Morning,WET +,1.44,19,2,0
252,22/02,Morning,WET +,1.54,19,2,0
253,22/02,Morning,WET +,1.27,19,2,0
254,22/02,Morning,WET +,1.39,19,2,0
255,22/02,Night,WET,0.94,20,2,0
256,22/02,Night,WET,0.9,20,2,0
257,22/02,Night,WET,0.86,20,2,0
258,22/02,Night,WET,0.84,20,2,0
259,22/02,Night,WET,0.78,20,2,0
260,23/02,Morning,NOR,0.6,20,2,0
261,23/02,Morning,NOR,0.31,20,2,0
262,23/02,Morning,NOR,0.45,20,2,0
263,23/02,Morning,NOR,0.21,20,2,0
264,23/02,Morning,NOR,0.34,20,2,0
265,23/02,Night,DRY +,0.08,22,2,0
266,23/02,Night,DRY +,0.07,22,2,0
267,23/02,Night,DRY +,0.08,22,2,0
268,23/02,Night,DRY +,0.09,22,2,0
269,23/02,Night,DRY +,0.08,22,2,0
270,24/02,Morning,DRY +,0.02,20,2,0
271,24/02,Morning,DRY +,0.01,20,2,0
272,24/02,Morning,DRY +,0.02,20,2,0
273,24/02,Morning,DRY +,0.01,20,2,0
274,24/02,Morning,DRY +,0.01,20,2,0
275,24/02,Night,DRY +,0.05,21,2,0
276,24/02,Night,DRY +,0.11,21,2,0
277,24/02,Night,DRY +,0.04,21,2,0
278,24/02,Night,DRY +,0,21,2,0
279,24/02,Night,DRY +,0,21,2,0
280,25/02,Morning,WET +,0.7,19,2,0
281,25/02,Morning,WET +,0.67,19,2,0
282,25/02,Morning,WET +,0.59,19,2,0
283,25/02,Morning,WET +,0.66,19,2,0
284,25/02,Morning,WET +,0.6,19,2,0
285,16/02,Morning,WET,0.63,19,3,0
286,16/02,Morning,WET,0.85,19,3,0
287,16/02,Morning,WET,0.6,19,3,0
288,16/02,Morning,WET,0.85,19,3,0
289,16/02,Morning,WET,0.6,19,3,0
290,16/02,Night,DRY,0.03,21,3,0
291,16/02,Night,DRY,0.02,21,3,0
292,16/02,Night,DRY,0.03,21,3,0
293,16/02,Night,DRY,0.04,21,3,0
294,16/02,Night,DRY,0.04,21,3,0
295,17/02,Morning,DRY +,0.01,20,3,0
296,17/02,Morning,DRY +,0.01,20,3,0
297,17/02,Morning,DRY +,0.02,20,3,0
298,17/02,Morning,DRY +,0,20,3,0
299,17/02,Morning,DRY +,0.01,20,3,0
300,17/02,Night,DRY +,0.01,22,3,0
301,17/02,Night,DRY +,0.01,22,3,0
302,17/02,Night,DRY +,0.01,22,3,0
303,17/02,Night,DRY +,0.01,22,3,0
304,17/02,Night,DRY +,0.01,22,3,0
305,18/02,Morning,DRY +,0.01,20,3,0
306,18/02,Morning,DRY +,0.03,20,3,0
307,18/02,Morning,DRY +,0.03,20,3,0
308,18/02,Morning,DRY +,0.03,20,3,0
309,18/02,Morning,DRY +,0.05,20,3,0
310,18/02,Night,DRY +,0.01,22,3,0
311,18/02,Night,DRY +,0.03,22,3,0
312,18/02,Night,DRY +,0.01,22,3,0
313,18/02,Night,DRY +,0.01,22,3,0
314,18/02,Night,DRY +,0.04,22,3,0
315,19/02,Morning,WET,0.63,20,3,0
316,19/02,Morning,WET,0.58,20,3,0
317,19/02,Morning,WET,0.72,20,3,0
318,19/02,Morning,WET,0.63,20,3,0
319,19/02,Morning,WET,0.88,20,3,0
320,19/02,Night,NOR,0.31,21,3,0
321,19/02,Night,NOR,0.26,21,3,0
322,19/02,Night,NOR,0.3,21,3,0
323,19/02,Night,NOR,0.26,21,3,0
324,19/02,Night,NOR,0.26,21,3,0
325,20/02,Morning,DRY,0.12,20,3,0
326,20/02,Morning,DRY,0.14,20,3,0
327,20/02,Morning,DRY,0.15,20,3,0
328,20/02,Morning,DRY,0.07,20,3,0
329,20/02,Morning,DRY,0.14,20,3,0
330,20/02,Night,DRY +,0.05,20,3,0
331,20/02,Night,DRY +,0.07,20,3,0
332,20/02,Night,DRY +,0.1,20,3,0
333,20/02,Night,DRY +,0.05,20,3,0
334,20/02,Night,DRY +,0.08,20,3,0
335,21/02,Morning,DRY +,0.01,20,3,0
336,21/02,Morning,DRY +,0.05,20,3,0
337,21/02,Morning,DRY +,0.04,20,3,0
338,21/02,Morning,DRY +,0.05,20,3,0
339,21/02,Morning,DRY +,0.04,20,3,0
340,21/02,Night,DRY +,0,22,3,0
341,21/02,Night,DRY +,0,22,3,0
342,21/02,Night,DRY +,0,22,3,0
343,21/02,Night,DRY +,0,22,3,0
344,21/02,Night,DRY +,0,22,3,0
345,22/02,Morning,WET +,1.78,19,3,0
346,22/02,Morning,WET +,1.75,19,3,0
347,22/02,Morning,WET +,1.82,19,3,0
348,22/02,Morning,WET +,1.86,19,3,0
349,22/02,Morning,WET +,1.95,19,3,0
350,22/02,Night,WET,0.8,20,3,0
351,22/02,Night,WET,1.54,20,3,0
352,22/02,Night,WET,1.33,20,3,0
353,22/02,Night,WET,1.34,20,3,0
354,22/02,Night,WET,1.42,20,3,0
355,23/02,Morning,NOR,0.88,20,3,0
356,23/02,Morning,NOR,0.76,20,3,0
357,23/02,Morning,NOR,0.72,20,3,0
358,23/02,Morning,NOR,0.68,20,3,0
359,23/02,Morning,NOR,0.52,20,3,0
360,23/02,Night,DRY +,0.09,22,3,0
361,23/02,Night,DRY +,0.15,22,3,0
362,23/02,Night,DRY +,0.05,22,3,0
363,23/02,Night,DRY +,0.14,22,3,0
364,23/02,Night,DRY +,0.15,22,3,0
365,24/02,Morning,DRY +,0.06,20,3,0
366,24/02,Morning,DRY +,0.08,20,3,0
367,24/02,Morning,DRY +,0.08,20,3,0
368,24/02,Morning,DRY +,0.05,20,3,0
369,24/02,Morning,DRY +,0.07,20,3,0
370,24/02,Night,DRY +,0.01,21,3,0
371,24/02,Night,DRY +,0.02,21,3,0
372,24/02,Night,DRY +,0.02,21,3,0
373,24/02,Night,DRY +,0.02,21,3,0
374,24/02,Night,DRY +,0.01,21,3,0
375,25/02,Morning,WET +,0.33,19,3,0
376,25/02,Morning,WET +,0.35,19,3,0
377,25/02,Morning,WET +,0.35,19,3,0
378,25/02,Morning,WET +,0.39,19,3,0
379,25/02,Morning,WET +,0.41,19,3,0
380,16/02,Morning,WET,0.8,19,4,0
381,16/02,Morning,WET,0.45,19,4,0
382,16/02,Morning,WET,0.8,19,4,0
383,16/02,Morning,WET,0.58,19,4,0
384,16/02,Morning,WET,0.6,19,4,0
385,16/02,Night,DRY,0.06,21,4,0
386,16/02,Night,DRY,0.07,21,4,0
387,16/02,Night,DRY,0.06,21,4,0
388,16/02,Night,DRY,0.06,21,4,0
389,16/02,Night,DRY,0.07,21,4,0
390,17/02,Morning,DRY +,0.01,20,4,0
391,17/02,Morning,DRY +,0.01,20,4,0
392,17/02,Morning,DRY +,0.01,20,4,0
393,17/02,Morning,DRY +,0.02,20,4,0
394,17/02,Morning,DRY +,0.01,20,4,0
395,17/02,Night,DRY +,0.01,22,4,0
396,17/02,Night,DRY +,0.01,22,4,0
397,17/02,Night,DRY +,0.01,22,4,0
398,17/02,Night,DRY +,0.01,22,4,0
399,17/02,Night,DRY +,0.01,22,4,0
400,18/02,Morning,DRY +,0.01,20,4,0
401,18/02,Morning,DRY +,0.01,20,4,0
402,18/02,Morning,DRY +,0.02,20,4,0
403,18/02,Morning,DRY +,0.02,20,4,0
404,18/02,Morning,DRY +,0.02,20,4,0
405,18/02,Night,DRY +,0.03,22,4,0
406,18/02,Night,DRY +,0.01,22,4,0
407,18/02,Night,DRY +,0.01,22,4,0
408,18/02,Night,DRY +,0.01,22,4,0
409,18/02,Night,DRY +,0.01,22,4,0
410,19/02,Morning,WET,0.56,20,4,0
411,19/02,Morning,WET,0.51,20,4,0
412,19/02,Morning,WET,0.57,20,4,0
413,19/02,Morning,WET,0.55,20,4,0
414,19/02,Morning,WET,0.51,20,4,0
415,19/02,Night,NOR,0.85,21,4,0
416,19/02,Night,NOR,0.53,21,4,0
417,19/02,Night,NOR,0.77,21,4,0
418,19/02,Night,NOR,0.9,21,4,0
419,19/02,Night,NOR,0.8,21,4,0
420,20/02,Morning,DRY,0.28,20,4,0
421,20/02,Morning,DRY,0.22,20,4,0
422,20/02,Morning,DRY,0.34,20,4,0
423,20/02,Morning,DRY,0.3,20,4,0
424,20/02,Morning,DRY,0.31,20,4,0
425,20/02,Night,DRY +,0.03,20,4,0
426,20/02,Night,DRY +,0.05,20,4,0
427,20/02,Night,DRY +,0.06,20,4,0
428,20/02,Night,DRY +,0.04,20,4,0
429,20/02,Night,DRY +,0.03,20,4,0
430,21/02,Morning,DRY +,0.01,20,4,0
431,21/02,Morning,DRY +,0.01,20,4,0
432,21/02,Morning,DRY +,0.01,20,4,0
433,21/02,Morning,DRY +,0.01,20,4,0
434,21/02,Morning,DRY +,0.01,20,4,0
435,21/02,Night,DRY +,0.01,22,4,0
436,21/02,Night,DRY +,0.04,22,4,0
437,21/02,Night,DRY +,0.03,22,4,0
438,21/02,Night,DRY +,0.01,22,4,0
439,21/02,Night,DRY +,0.03,22,4,0
440,22/02,Morning,WET +,0.99,19,4,0
441,22/02,Morning,WET +,1.41,19,4,0
442,22/02,Morning,WET +,1.36,19,4,0
443,22/02,Morning,WET +,1.25,19,4,0
444,22/02,Morning,WET +,1.84,19,4,0
445,22/02,Night,WET,0.48,20,4,0
446,22/02,Night,WET,0.4,20,4,0
447,22/02,Night,WET,0.18,20,4,0
448,22/02,Night,WET,0.4,20,4,0
449,22/02,Night,WET,0.33,20,4,0
450,23/02,Morning,NOR,0.41,20,4,0
451,23/02,Morning,NOR,0.42,20,4,0
452,23/02,Morning,NOR,0.4,20,4,0
453,23/02,Morning,NOR,0.4,20,4,0
454,23/02,Morning,NOR,0.38,20,4,0
455,23/02,Night,DRY +,0.13,22,4,0
456,23/02,Night,DRY +,0.1,22,4,0
457,23/02,Night,DRY +,0.11,22,4,0
458,23/02,Night,DRY +,0.1,22,4,0
459,23/02,Night,DRY +,0.09,22,4,0
460,24/02,Morning,DRY +,0.03,20,4,0
461,24/02,Morning,DRY +,0.02,20,4,0
462,24/02,Morning,DRY +,0.03,20,4,0
463,24/02,Morning,DRY +,0.02,20,4,0
464,24/02,Morning,DRY +,0.02,20,4,0
465,24/02,Night,DRY +,0.01,21,4,0
466,24/02,Night,DRY +,0.01,21,4,0
467,24/02,Night,DRY +,0.01,21,4,0
468,24/02,Night,DRY +,0.01,21,4,0
469,24/02,Night,DRY +,0.01,21,4,0
470,25/02,Morning,WET +,2.91,19,4,0
471,25/02,Morning,WET +,2.82,19,4,0
472,25/02,Morning,WET +,2.79,19,4,0
473,25/02,Morning,WET +,2.83,19,4,0
474,25/02,Morning,WET +,2.84,19,4,0
475,16/02,Morning,WET +,2.72,22,0,1
476,16/02,Morning,WET +,2.73,22,0,1
477,16/02,Morning,WET +,2.72,22,0,1
478,16/02,Morning,WET +,3.02,22,0,1
479,16/02,Morning,WET +,2.96,22,0,1
480,16/02,Night,WET,2.61,21,0,1
481,16/02,Night,WET,2.55,21,0,1
482,16/02,Night,WET,2.61,21,0,1
483,16/02,Night,WET,2.41,21,0,1
484,16/02,Night,WET,2.27,21,0,1
485,17/02,Morning,WET,3.02,18,0,1
486,17/02,Morning,WET,2.92,18,0,1
487,17/02,Morning,WET,3.41,18,0,1
488,17/02,Morning,WET,3.27,18,0,1
489,17/02,Morning,WET,3.07,18,0,1
490,17/02,Night,DRY +,2.54,21,0,1
491,17/02,Night,DRY +,3.09,21,0,1
492,17/02,Night,DRY +,2.69,21,0,1
493,17/02,Night,DRY +,2.8,21,0,1
494,17/02,Night,DRY +,2.74,21,0,1
495,18/02,Morning,DRY +,1.53,19,0,1
496,18/02,Morning,DRY +,1.9,19,0,1
497,18/02,Morning,DRY +,1.84,19,0,1
498,18/02,Morning,DRY +,1.64,19,0,1
499,18/02,Morning,DRY +,1.51,19,0,1
500,18/02,Night,DRY +,0.25,22,0,1
501,18/02,Night,DRY +,0.14,22,0,1
502,18/02,Night,DRY +,0.13,22,0,1
503,18/02,Night,DRY +,0.2,22,0,1
504,18/02,Night,DRY +,0.14,22,0,1
505,19/02,Morning,WET,0.97,21,0,1
506,19/02,Morning,WET,0.83,21,0,1
507,19/02,Morning,WET,0.87,21,0,1
508,19/02,Morning,WET,0.97,21,0,1
509,19/02,Morning,WET,0.99,21,0,1
510,19/02,Night,NOR,2.53,21,0,1
511,19/02,Night,NOR,2.42,21,0,1
512,19/02,Night,NOR,2.37,21,0,1
513,19/02,Night,NOR,2.33,21,0,1
514,19/02,Night,NOR,2.48,21,0,1
515,20/02,Morning,DRY,3.34,20,0,1
516,20/02,Morning,DRY,3.07,20,0,1
517,20/02,Morning,DRY,3.09,20,0,1
518,20/02,Morning,DRY,3.82,20,0,1
519,20/02,Morning,DRY,3.47,20,0,1
520,20/02,Night,DRY +,1.14,21,0,1
521,20/02,Night,DRY +,1.37,21,0,1
522,20/02,Night,DRY +,1.22,21,0,1
523,20/02,Night,DRY +,1.39,21,0,1
524,20/02,Night,DRY +,1.64,21,0,1
525,21/02,Morning,DRY +,2.85,20,0,1
526,21/02,Morning,DRY +,2.57,20,0,1
527,21/02,Morning,DRY +,1.69,20,0,1
528,21/02,Morning,DRY +,1.71,20,0,1
529,21/02,Morning,DRY +,2.64,20,0,1
530,21/02,Night,DRY +,1.95,21,0,1
531,21/02,Night,DRY +,1.82,21,0,1
532,21/02,Night,DRY +,1.55,21,0,1
533,21/02,Night,DRY +,1.8,21,0,1
534,21/02,Night,DRY +,1.57,21,0,1
535,22/02,Morning,WET +,1.37,19,0,1
536,22/02,Morning,WET +,2.68,19,0,1
537,22/02,Morning,WET +,2.4,19,0,1
538,22/02,Morning,WET +,2.17,19,0,1
539,22/02,Morning,WET +,2.31,19,0,1
540,22/02,Night,WET,2.5,21,0,1
541,22/02,Night,WET,4.67,21,0,1
542,22/02,Night,WET,3.33,21,0,1
543,22/02,Night,WET,4.2,21,0,1
544,22/02,Night,WET,4.16,21,0,1
545,23/02,Morning,NOR,4.76,20,0,1
546,23/02,Morning,NOR,4.12,20,0,1
547,23/02,Morning,NOR,4.16,20,0,1
548,23/02,Morning,NOR,4.69,20,0,1
549,23/02,Morning,NOR,4.35,20,0,1
550,23/02,Night,DRY,2.58,21,0,1
551,23/02,Night,DRY,2.21,21,0,1
552,23/02,Night,DRY,2.44,21,0,1
553,23/02,Night,DRY,2.54,21,0,1
554,23/02,Night,DRY,2.23,21,0,1
555,24/02,Morning,DRY +,1.91,19,0,1
556,24/02,Morning,DRY +,2,19,0,1
557,24/02,Morning,DRY +,1.96,19,0,1
558,24/02,Morning,DRY +,1.68,19,0,1
559,24/02,Morning,DRY +,1.8,19,0,1
560,24/02,Night,DRY +,0.6,21,0,1
561,24/02,Night,DRY +,0.54,21,0,1
562,24/02,Night,DRY +,0.92,21,0,1
563,24/02,Night,DRY +,0.7,21,0,1
564,24/02,Night,DRY +,0.65,21,0,1
565,25/02,Morning,WET +,2.26,18,0,1
566,25/02,Morning,WET +,2.27,18,0,1
567,25/02,Morning,WET +,2.23,18,0,1
568,25/02,Morning,WET +,2.31,18,0,1
569,25/02,Morning,WET +,2.27,18,0,1
570,16/02,Morning,WET +,2.72,22,1,1
571,16/02,Morning,WET +,2.73,22,1,1
572,16/02,Morning,WET +,2.72,22,1,1
573,16/02,Morning,WET +,3.02,22,1,1
574,16/02,Morning,WET +,2.96,22,1,1
575,16/02,Night,WET,2.55,21,1,1
576,16/02,Night,WET,2.13,21,1,1
577,16/02,Night,WET,2.6,21,1,1
578,16/02,Night,WET,2.56,21,1,1
579,16/02,Night,WET,2.68,21,1,1
580,17/02,Morning,WET,1.28,18,1,1
581,17/02,Morning,WET,1.25,18,1,1
582,17/02,Morning,WET,1.18,18,1,1
583,17/02,Morning,WET,1.25,18,1,1
584,17/02,Morning,WET,1.68,18,1,1
585,17/02,Night,DRY +,0.17,21,1,1
586,17/02,Night,DRY +,0.15,21,1,1
587,17/02,Night,DRY +,0.18,21,1,1
