,Date,Time ,Humidity,Voltage,Temperature,Pot,Experiment
1497,23/02,Morning,WET,1,20,2,3
1498,23/02,Morning,WET,0.97,20,2,3
1499,23/02,Morning,WET,1,20,2,3
1500,23/02,Night,NOR,0.97,21,2,3
1501,23/02,Night,NOR,0.7,21,2,3
1502,23/02,Night,NOR,0.62,21,2,3
1503,23/02,Night,NOR,1.06,21,2,3
1504,23/02,Night,NOR,0.65,21,2,3
1505,24/02,Morning,NOR,0.54,18,2,3
1506,24/02,Morning,NOR,0.54,18,2,3
1507,24/02,Morning,NOR,0.55,18,2,3
1508,24/02,Morning,NOR,0.5,18,2,3
1509,24/02,Morning,NOR,0.51,18,2,3
1510,24/02,Night,DRY,0.95,19,2,3
1511,24/02,Night,DRY,0.62,19,2,3
1512,24/02,Night,DRY,0.68,19,2,3
1513,24/02,Night,DRY,0.95,19,2,3
1514,24/02,Night,DRY,1.01,19,2,3
1515,25/02,Morning,WET +,0.99,18,2,3
1516,25/02,Morning,WET +,1,18,2,3
1517,25/02,Morning,WET +,0.99,18,2,3
1518,25/02,Morning,WET +,0.98,18,2,3
1519,25/02,Morning,WET +,1,18,2,3
1520,16/02,Morning,WET +,0.92,17,3,3
1521,16/02,Morning,WET +,0.91,17,3,3
1522,16/02,Morning,WET +,0.96,17,3,3
1523,16/02,Morning,WET +,1,17,3,3
1524,16/02,Morning,WET +,1.02,17,3,3
1525,16/02,Night,WET,0.86,20,3,3
1526,16/02,Night,WET,0.87,20,3,3
1527,16/02,Night,WET,0.89,20,3,3
1528,16/02,Night,WET,0.88,20,3,3
1529,16/02,Night,WET,0.84,20,3,3
1530,17/02,Morning,WET,0.76,19,3,3
1531,17/02,Morning,WET,0.75,19,3,3
1532,17/02,Morning,WET,0.8,19,3,3
1533,17/02,Morning,WET,0.79,19,3,3
1534,17/02,Morning,WET,0.93,19,3,3
1535,17/02,Night,NOR,1,21,3,3
1536,17/02,Night,NOR,1.12,21,3,3
1537,17/02,Night,NOR,1.33,21,3,3
1538,17/02,Night,NOR,1.33,21,3,3
1539,17/02,Night,NOR,1.16,21,3,3
1540,18/02,Morning,DRY,1.11,19,3,3
1541,18/02,Morning,DRY,1.09,19,3,3
1542,18/02,Morning,DRY,1.08,19,3,3
1543,18/02,Morning,DRY,1.09,19,3,3
1544,18/02,Morning,DRY,1.14,19,3,3
1545,18/02,Night,DRY +,1.12,21,3,3
1546,18/02,Night,DRY +,1.22,21,3,3
1547,18/02,Night,DRY +,1.22,21,3,3
1548,18/02,Night,DRY +,1.31,21,3,3
1549,18/02,Night,DRY +,0.77,21,3,3
1550,19/02,Morning,WET +,0.59,20,3,3
1551,19/02,Morning,WET +,0.58,20,3,3
1552,19/02,Morning,WET +,0.57,20,3,3
1553,19/02,Morning,WET +,0.58,20,3,3
1554,19/02,Morning,WET +,0.59,20,3,3
1555,19/02,Night,WET,0.56,21,3,3
1556,19/02,Night,WET,0.62,21,3,3
1557,19/02,Night,WET,0.6,21,3,3
1558,19/02,Night,WET,0.58,21,3,3
1559,19/02,Night,WET,0.6,21,3,3
1560,20/02,Morning,NOR,0.68,20,3,3
1561,20/02,Morning,NOR,0.7,20,3,3
1562,20/02,Morning,NOR,0.72,20,3,3
1563,20/02,Morning,NOR,0.75,20,3,3
1564,20/02,Morning,NOR,0.83,20,3,3
1565,20/02,Night,DRY,0.7,21,3,3
1566,20/02,Night,DRY,0.63,21,3,3
1567,20/02,Night,DRY,0.71,21,3,3
1568,20/02,Night,DRY,0.67,21,3,3
1569,20/02,Night,DRY,0.68,21,3,3
1570,21/02,Morning,DRY,0.85,20,3,3
1571,21/02,Morning,DRY,0.78,20,3,3
1572,21/02,Morning,DRY,0.79,20,3,3
1573,21/02,Morning,DRY,0.75,20,3,3
1574,21/02,Morning,DRY,0.9,20,3,3
1575,21/02,Night,DRY+,0.88,21,3,3
1576,21/02,Night,DRY+,0.85,21,3,3
1577,21/02,Night,DRY+,0.88,21,3,3
1578,21/02,Night,DRY+,0.93,21,3,3
1579,21/02,Night,DRY+,0.9,21,3,3
1580,22/02,Morning,WET +,0.6,19,3,3
1581,22/02,Morning,WET +,0.6,19,3,3
1582,22/02,Morning,WET +,0.59,19,3,3
1583,22/02,Morning,WET +,0.63,19,3,3
1584,22/02,Morning,WET +,0.61,19,3,3
1585,22/02,Night,WET +,0.6,21,3,3
1586,22/02,Night,WET +,0.6,21,3,3
1587,22/02,Night,WET +,0.57,21,3,3
1588,22/02,Night,WET +,0.58,21,3,3
1589,22/02,Night,WET +,0.58,21,3,3
1590,23/02,Morning,WET,0.86,20,3,3
1591,23/02,Morning,WET,0.88,20,3,3
1592,23/02,Morning,WET,0.86,20,3,3
1593,23/02,Morning,WET,0.84,20,3,3
1594,23/02,Morning,WET,0.42,20,3,3
1595,23/02,Night,NOR,0.42,21,3,3
1596,23/02,Night,NOR,0.37,21,3,3
1597,23/02,Night,NOR,0.37,21,3,3
1598,23/02,Night,NOR,0.36,21,3,3
1599,23/02,Night,NOR,0.35,21,3,3
1600,24/02,Morning,NOR,0.57,18,3,3
1601,24/02,Morning,NOR,0.43,18,3,3
1602,24/02,Morning,NOR,0.61,18,3,3
1603,24/02,Morning,NOR,0.42,18,3,3
1604,24/02,Morning,NOR,0.63,18,3,3
1605,24/02,Night,DRY,0.54,19,3,3
1606,24/02,Night,DRY,0.4,19,3,3
1607,24/02,Night,DRY,0.35,19,3,3
1608,24/02,Night,DRY,0.15,19,3,3
1609,24/02,Night,DRY,0.46,19,3,3
1610,25/02,Morning,WET +,0.32,18,3,3
1611,25/02,Morning,WET +,0.33,18,3,3
1612,25/02,Morning,WET +,0.32,18,3,3
1613,25/02,Morning,WET +,0.3,18,3,3
1614,25/02,Morning,WET +,0.31,18,3,3
1615,16/02,Morning,WET +,1.45,17,4,3
1616,16/02,Morning,WET +,1.2,17,4,3
1617,16/02,Morning,WET +,1.2,17,4,3
1618,16/02,Morning,WET +,1.18,17,4,3
1619,16/02,Morning,WET +,1.2,17,4,3
1620,16/02,Night,WET,1.07,20,4,3
1621,16/02,Night,WET,1.29,20,4,3
1622,16/02,Night,WET,1.31,20,4,3
1623,16/02,Night,WET,1.34,20,4,3
1624,16/02,Night,WET,1.35,20,4,3
1625,17/02,Morning,WET,1.14,19,4,3
1626,17/02,Morning,WET,1.14,19,4,3
1627,17/02,Morning,WET,1.15,19,4,3
1628,17/02,Morning,WET,1.16,19,4,3
1629,17/02,Morning,WET,1.18,19,4,3
1630,17/02,Night,NOR,1.29,21,4,3
1631,17/02,Night,NOR,1.38,21,4,3
1632,17/02,Night,NOR,1.34,21,4,3
1633,17/02,Night,NOR,1.33,21,4,3
1634,17/02,Night,NOR,1.4,21,4,3
1635,18/02,Morning,DRY,1.36,19,4,3
1636,18/02,Morning,DRY,1.32,19,4,3
1637,18/02,Morning,DRY,1.31,19,4,3
1638,18/02,Morning,DRY,1.3,19,4,3
1639,18/02,Morning,DRY,1.3,19,4,3
1640,18/02,Night,DRY +,1.43,21,4,3
1641,18/02,Night,DRY +,1.66,21,4,3
1642,18/02,Night,DRY +,1.66,21,4,3
1643,18/02,Night,DRY +,1.57,21,4,3
1644,18/02,Night,DRY +,1.58,21,4,3
1645,19/02,Morning,WET +,0.86,20,4,3
1646,19/02,Morning,WET +,0.85,20,4,3
1647,19/02,Morning,WET +,0.84,20,4,3
1648,19/02,Morning,WET +,0.84,20,4,3
1649,19/02,Morning,WET +,0.84,20,4,3
1650,19/02,Night,WET,0.78,21,4,3
1651,19/02,Night,WET,1.06,21,4,3
1652,19/02,Night,WET,1.06,21,4,3
1653,19/02,Night,WET,1.04,21,4,3
1654,19/02,Night,WET,1.06,21,4,3
1655,20/02,Morning,NOR,0.91,20,4,3
1656,20/02,Morning,NOR,0.86,20,4,3
1657,20/02,Morning,NOR,0.88,20,4,3
1658,20/02,Morning,NOR,0.85,20,4,3
1659,20/02,Morning,NOR,0.887,20,4,3
1660,20/02,Night,DRY,1,21,4,3
1661,20/02,Night,DRY,0.99,21,4,3
1662,20/02,Night,DRY,0.98,21,4,3
1663,20/02,Night,DRY,0.97,21,4,3
1664,20/02,Night,DRY,0.98,21,4,3
1665,21/02,Morning,DRY,0.99,20,4,3
1666,21/02,Morning,DRY,0.97,20,4,3
1667,21/02,Morning,DRY,0.94,20,4,3
1668,21/02,Morning,DRY,0.97,20,4,3
1669,21/02,Morning,DRY,0.97,20,4,3
1670,21/02,Night,DRY+,1.23,21,4,3
1671,21/02,Night,DRY+,1.23,21,4,3
1672,21/02,Night,DRY+,1.23,21,4,3
1673,21/02,Night,DRY+,1.21,21,4,3
1674,21/02,Night,DRY+,1.06,21,4,3
1675,22/02,Morning,WET +,1.03,19,4,3
1676,22/02,Morning,WET +,0.99,19,4,3
1677,22/02,Morning,WET +,0.91,19,4,3
1678,22/02,Morning,WET +,0.62,19,4,3
1679,22/02,Morning,WET +,0.62,19,4,3
1680,22/02,Night,WET +,0.96,21,4,3
1681,22/02,Night,WET +,1.02,21,4,3
1682,22/02,Night,WET +,1.02,21,4,3
1683,22/02,Night,WET +,0.95,21,4,3
1684,22/02,Night,WET +,0.93,21,4,3
1685,23/02,Morning,WET,0.72,20,4,3
1686,23/02,Morning,WET,0.69,20,4,3
1687,23/02,Morning,WET,0.68,20,4,3
1688,23/02,Morning,WET,0.67,20,4,3
1689,23/02,Morning,WET,0.67,20,4,3
1690,23/02,Night,NOR,0.99,21,4,3
1691,23/02,Night,NOR,1.1,21,4,3
1692,23/02,Night,NOR,0.98,21,4,3
1693,23/02,Night,NOR,1.2,21,4,3
1694,23/02,Night,NOR,1.2,21,4,3
1695,24/02,Morning,NOR,1.07,18,4,3
1696,24/02,Morning,NOR,1.27,18,4,3
1697,24/02,Morning,NOR,1.25,18,4,3
1698,24/02,Morning,NOR,1.2,18,4,3
1699,24/02,Morning,NOR,1.25,18,4,3
1700,24/02,Night,DRY,1.18,19,4,3
1701,24/02,Night,DRY,1.18,19,4,3
1702,24/02,Night,DRY,1.17,19,4,3
1703,24/02,Night,DRY,1.16,19,4,3
1704,24/02,Night,DRY,1.16,19,4,3
1705,25/02,Morning,WET +,0.85,18,4,3
1706,25/02,Morning,WET +,0.85,18,4,3
1707,25/02,Morning,WET +,0.83,18,4,3
1708,25/02,Morning,WET +,0.8,18,4,3
1709,25/02,Morning,WET +,0.84,18,4,3
