1	201775
2	63426
3	33277
4	20978
5	14793
6	11071
7	8668
8	7032
9	5938
10	4926
11	4230
12	3715
13	3182
14	2899
15	2595
16	2343
17	2080
18	1899
19	1723
20	1561
21	1461
22	1321
23	1245
24	1164
25	1078
26	973
27	951
28	881
29	819
