1	18958
2	5244
3	2515
4	1496
5	1016
6	716
7	550
8	439
9	362
10	289
11	242
12	210
13	186
14	164
15	148
16	131
17	115
18	105
19	94
20	87
21	79
22	74
23	66
24	65
25	64
26	55
27	54
28	53
29	43
