1	127049
2	49801
3	26319
4	16915
5	11451
6	8358
7	6487
8	5200
9	4305
10	3838
11	3047
12	2631
13	2368
14	2100
15	2008
16	1724
17	1508
18	1375
19	1191
20	1174
21	1030
22	984
23	903
24	844
25	835
26	750
27	661
28	637
29	608
