0	973.59
10	982.74
20	981.11
30	982.04
40	982.58
50	982.81
60	983.80
70	982.86
80	982.92
90	983.56
100	982.84
110	983.78
120	982.83
130	982.80
140	983.16
150	982.81
160	982.12
170	982.72
180	982.69
190	982.71
200	981.92
210	981.97
220	981.61
230	981.75
240	982.79
250	982.44
260	983.83
270	982.04
280	982.72
290	983.07
300	983.59
310	983.78
320	984.32
330	984.14
340	984.56
350	982.36
360	982.40
370	982.80
380	982.81
390	982.21
400	981.68
410	981.85
420	983.68
430	983.85
440	983.96
450	984.42
460	984.84
470	984.81
480	984.92
490	984.99
500	984.99
510	985.48
520	984.73
530	984.76
540	985.03
550	985.56
560	985.77
570	985.84
580	985.77
590	985.16
600	984.85
610	985.10
620	984.87
630	984.86
640	985.35
650	985.97
660	986.78
670	987.09
680	986.87
690	986.92
700	986.87
710	986.70
720	984.46
730	984.92
740	984.85
750	984.78
760	979.35
770	984.13
780	983.87
790	983.22
800	983.84
810	983.02
820	983.05
830	983.87
840	984.11
850	983.97
860	984.24
870	979.77
880	984.41
890	984.15
900	984.00
910	983.78
920	983.04
930	983.24
940	983.77
950	983.84
960	983.62
970	983.83
980	983.58
990	982.00
1000	978.63
1010	983.78
1020	983.84
1030	983.89
1040	983.38
1050	983.86
1060	983.86
1070	983.96
1080	984.22
1090	984.34
1100	980.78
1110	980.79
1120	980.67
1130	980.81
1140	980.57
1150	980.81
1160	983.84
1170	984.32
1180	983.90
1190	980.10
1200	984.24
1210	984.81
1220	984.84
1230	984.51
1240	984.89
1250	985.60
1260	986.75
1270	986.88
1280	986.56
1290	986.19
1300	986.63
1310	986.61
1320	986.64
1330	986.86
1340	986.87
1350	986.80
1360	986.87
1370	986.87
1380	986.88
1390	986.87
1400	987.78
1410	986.58
1420	987.34
1430	987.87
1440	987.44
1450	987.12
1460	986.87
1470	986.88
1480	986.87
1490	985.86
1500	986.69
1510	986.87
1520	986.88
1530	986.70
1540	987.93
1550	988.29
1560	987.53
1570	988.11
1580	988.01
1590	988.81
1600	988.38
1610	988.88
1620	987.90
1630	986.93
1640	987.90
1650	987.78
1660	987.68
1670	987.77
1680	987.89
1690	987.88
1700	988.88
1710	988.82
1720	988.89
1730	988.90
1740	988.85
1750	988.92
1760	988.85
1770	988.87
1780	988.76
1790	988.74
1800	988.51
1810	988.39
1820	989.60
1830	989.89
1840	989.90
1850	989.00
1860	989.69
1870	988.89
1880	988.48
1890	989.66
1900	988.96
1910	990.81
1920	991.04
1930	990.99
1940	992.64
1950	990.92
1960	989.19
1970	987.88
1980	988.90
1990	986.87
2000	989.67
2010	990.19
2020	990.89
2030	989.86
2040	989.52
2050	990.90
2060	991.83
2070	991.70
2080	990.93
2090	990.63
2100	989.75
2110	989.03
2120	988.90
2130	989.88
2140	990.01
2150	990.54
2160	990.13
2170	989.71
2180	989.90
2190	989.89
2200	988.89
2210	989.90
2220	989.91
2230	989.66
2240	990.90
2250	990.54
2260	987.10
2270	988.56
2280	988.89
2290	988.51
2300	989.85
2310	989.89
2320	989.31
2330	989.98
2340	990.58
2350	990.34
2360	991.83
2370	990.92
2380	989.91
2390	989.89
2400	989.70
2410	989.89
2420	989.12
2430	988.96
2440	990.85
2450	990.84
2460	990.91
2470	989.93
2480	990.79
2490	990.85
2500	989.99
2510	989.90
2520	989.63
2530	989.28
2540	989.62
2550	989.88
2560	989.33
2570	989.37
2580	989.42
2590	989.85
2600	990.41
2610	990.73
2620	990.69
2630	989.90
2640	990.81
2650	990.90
2660	990.84
2670	990.89
2680	991.20
2690	990.98
2700	990.93
2710	991.05
2720	991.82
2730	991.03
2740	991.79
2750	991.91
2760	991.94
2770	992.04
2780	992.84
2790	992.93
2800	992.93
2810	992.94
2820	992.92
2830	992.99
2840	992.59
2850	992.93
2860	993.93
2870	993.96
