2	1.0981	0.1	0.133
3	1.1833	0.1	0.133
4	1.7716	0.1	0.133
4.5	2.1613	0.1	0.133
5	2.689	0.1	0.133
7	3.7796	0.1	0.133
8	4.4799	0.1	0.133
9	5.2665	0.1	0.133
10	5.4557	0.1	0.133
11	6.133	0.1	0.133
12	6.6668	0.1	0.133
13	7.9168	0.1	0.133
17	12.6159	0.1	0.133
